customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Numeric,tenure_group,charges_per_tenure,service_count,has_addons,has_premium_support,contract_stability,is_high_value,auto_payment,senior_alone,monthly_total_ratio
2788-CJQAQ,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.45,270.2,0,0,1-2 Years,19.3,0,0,0,1,0,0,0,0.07171828908554573
5565-FILXA,Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.15,1529.2,1,1,1-2 Years,89.95294117647059,2,1,0,0,1,0,1,0.06283492353940662
0319-QZTCO,Female,0,Yes,Yes,3,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.7,168.6,0,0,0-1 Year,42.15,2,1,0,0,0,1,0,0.34610849056603776
2120-SMPEX,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.15,536.35,0,0,2-4 Years,20.628846153846155,0,0,0,0,0,0,0,0.037498836884712006
0096-FCPUF,Male,0,No,No,30,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,64.5,1888.45,0,0,2-4 Years,60.917741935483875,2,1,0,0,0,0,0,0.034136918150784616
0668-OGMHD,Female,0,Yes,No,21,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,28.5,629.35,0,0,1-2 Years,28.606818181818184,1,1,0,0,0,0,0,0.04521297691758547
5552-ZNFSJ,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.3,45.3,1,1,0-1 Year,22.65,0,0,0,0,0,0,0,0.978401727861771
2223-KAGMX,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.4,289.3,1,1,1-2 Years,18.08125,0,0,0,0,0,1,0,0.06682741991043747
6507-ZJSUR,Male,1,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.45,2117.25,0,0,1-2 Years,88.21875,2,1,0,0,1,0,0,0.04270034226366104
9408-HRXRK,Female,0,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.15,4730.9,0,0,2-4 Years,102.84565217391304,4,1,0,0,1,0,0,0.022221517783554176
5593-SUAOO,Female,0,Yes,Yes,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),83.15,2033.05,0,0,1-2 Years,81.322,2,1,0,1,1,1,0,0.040879034438681454
7321-PKUYW,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,90.15,987.95,1,1,0-1 Year,82.32916666666667,2,1,1,0,1,0,0,0.09115728803276202
2833-SLKDQ,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.05,45.05,1,1,0-1 Year,22.525,0,0,0,0,0,0,0,0.9782844733984799
6766-HFKLA,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),103.2,5744.35,0,0,4+ Years,100.7780701754386,4,1,1,2,1,1,0,0.0179623521630536
7595-EUIVN,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.8,75.8,1,1,0-1 Year,37.9,1,1,0,0,1,0,0,0.9869791666666666
7617-EYGLW,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.45,19.45,0,0,0-1 Year,9.725,0,0,0,0,0,0,0,0.9511002444987775
2026-TGDHM,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.3,523.15,1,1,0-1 Year,65.39375,1,1,0,0,1,0,0,0.15129256892111037
9220-ZNKJI,Female,1,Yes,No,55,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),88.8,4805.3,0,0,4+ Years,85.80892857142858,3,1,1,2,1,1,0,0.018475750577367205
4030-VPZBD,Female,0,No,No,2,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,30.9,59.05,1,1,0-1 Year,19.683333333333334,1,1,1,0,0,0,0,0.514571190674438
2226-ICFDO,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.9,6110.75,0,0,4+ Years,83.70890410958904,5,1,1,2,1,1,0,0.014054894261054527
0723-VSOBE,Female,1,No,No,45,No,No phone service,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,34.2,1596.6,0,0,2-4 Years,34.70869565217391,1,1,0,1,0,0,1,0.021407110665999003
5529-GIBVH,Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,1046.2,0,0,2-4 Years,21.795833333333334,0,0,0,2,0,0,0,0.019241787624140562
4187-CINZD,Female,1,No,No,46,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),95.25,4424.2,1,1,2-4 Years,94.13191489361702,3,1,0,1,1,1,1,0.02152445087227696
9992-UJOEL,Male,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.3,92.75,0,0,0-1 Year,30.916666666666668,1,1,0,0,0,0,0,0.5365333333333333
4741-WWJQZ,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.15,194.55,0,0,0-1 Year,64.85000000000001,2,1,1,0,1,0,0,0.40986959856814115
6625-UTXEW,Female,0,Yes,No,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,51.25,612.1,0,0,0-1 Year,47.08461538461539,1,1,0,0,0,0,0,0.08359158375468928
6818-WOBHJ,Female,1,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.6,6127.6,1,1,4+ Years,88.80579710144929,2,1,0,0,1,1,0,0.014619978461638872
6244-BESBM,Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,6671.7,0,0,4+ Years,95.31,3,1,1,2,1,1,0,0.014267088285101984
1004-NOZNR,Male,1,No,Yes,56,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),94.8,5264.3,0,0,4+ Years,92.3561403508772,3,1,0,1,1,1,0,0.018004672098455927
1251-STYSZ,Female,1,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,303.7,0,0,0-1 Year,60.739999999999995,1,1,0,0,1,0,1,0.2633738103052183
2612-PHGOX,Male,0,Yes,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),76.1,4818.8,0,0,4+ Years,74.13538461538462,4,1,1,2,1,1,0,0.01578903688949749
2408-TZMJL,Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.15,6448.05,1,1,4+ Years,107.4675,5,1,0,1,1,0,0,0.017080035043921197
8480-PPONV,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),115.55,7159.05,0,0,4+ Years,113.63571428571429,6,1,1,2,1,1,0,0.01613815545980824
8780-IHCRN,Male,0,Yes,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.65,1574.5,0,0,4+ Years,24.6015625,0,0,0,2,0,1,0,0.01564582672167566
4598-ZADCK,Female,0,No,No,53,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,53.6,2879.2,0,0,4+ Years,53.318518518518516,5,1,1,1,0,0,0,0.018609818762585932
1257-SXUXQ,Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,86.05,0,0,0-1 Year,14.341666666666667,0,0,0,0,0,0,0,0.2234348075818495
9681-KYGYB,Male,1,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,88.2,4159.45,0,0,4+ Years,83.189,3,1,0,0,1,0,0,0.02119962984773282
7182-OVLBJ,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.15,6638.35,0,0,4+ Years,105.37063492063493,3,1,0,2,1,1,0,0.01523492510562028
5095-ETBRJ,Female,0,Yes,No,55,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,56.8,3112.05,0,0,4+ Years,55.572321428571435,3,1,1,2,0,0,0,0.01824577183148359
7005-CYUIL,Female,1,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,99.4,7168.25,0,0,4+ Years,99.55902777777777,5,1,1,2,1,0,0,0.013864769676047007
4821-WQOYN,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.1,1326.25,0,0,4+ Years,18.16780821917808,0,0,0,2,0,1,0,0.015144094933132417
4730-AWNAU,Male,0,Yes,Yes,36,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),60.7,2234.55,0,0,2-4 Years,60.39324324324325,5,1,1,1,0,1,0,0.027152154950683276
3452-FLHYD,Male,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.95,495.15,0,0,2-4 Years,19.04423076923077,0,0,0,1,0,1,0,0.04222513352816688
2388-LAESQ,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.85,8317.95,0,0,4+ Years,113.94452054794522,6,1,1,2,1,1,0,0.013805828860613416
9531-NSBMR,Female,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.25,679.8,0,0,2-4 Years,18.37297297297297,0,0,0,1,0,1,0,0.028275558166862516
6260-ONULR,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.8,62.8,0,0,0-1 Year,31.4,2,1,0,0,0,0,0,0.9843260188087775
4389-UEFCZ,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,105.5,7544.0,0,0,4+ Years,103.34246575342466,4,1,0,2,1,0,0,0.013982770046388336
8711-LOBKY,Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,1188.25,0,0,4+ Years,19.804166666666667,0,0,0,2,0,0,0,0.016691191927685516
9134-CEQMF,Male,1,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,676.7,1,1,0-1 Year,84.5875,2,1,0,0,1,0,0,0.13206433525158623
8985-OOPOS,Female,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),74.1,74.1,0,0,0-1 Year,37.05,4,1,1,1,1,1,0,0.9866844207723036
8800-ZKRFW,Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.5,3242.5,0,0,2-4 Years,104.59677419354838,5,1,1,0,1,0,0,0.033143209495914906
2616-FLVQC,Male,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,1240.15,0,0,4+ Years,19.079230769230772,0,0,0,2,0,0,0,0.015751520767030576
9968-FFVVH,Male,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),68.8,4111.35,0,0,4+ Years,64.23984375,4,1,1,1,0,1,0,0.01673009349885102
3108-PCCGG,Male,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),84.45,5899.85,0,0,4+ Years,80.81986301369864,5,1,0,2,1,1,0,0.014311497496123439
7993-PYKOF,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.0,632.95,1,1,0-1 Year,70.32777777777778,1,1,0,0,1,0,0,0.1183058600836028
8390-FESFV,Female,0,No,No,62,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),84.5,5193.2,0,0,4+ Years,82.43174603174603,5,1,1,2,1,1,0,0.016268145238920336
3022-BEXHZ,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.2,7530.8,0,0,4+ Years,110.74705882352941,5,1,1,2,1,1,0,0.014764067022491303
5027-XWQHA,Male,0,No,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.75,270.95,1,1,0-1 Year,38.707142857142856,0,0,0,0,0,0,0,0.16455230740945026
6248-TKCQV,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.6,5460.2,0,0,4+ Years,76.90422535211268,4,1,1,2,1,1,0,0.014758661100124514
6729-GDNGC,Female,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),80.7,1614.2,0,0,1-2 Years,76.86666666666667,1,1,0,0,1,1,1,0.049962852897474
6198-ZFIOJ,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.6,402.5,0,0,0-1 Year,67.08333333333333,0,0,0,0,1,0,0,0.18736059479553901
5989-OMNJE,Female,0,Yes,Yes,24,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,57.6,1367.75,0,0,1-2 Years,54.71,5,1,0,1,0,0,0,0.04208219178082192
4566-QVRRW,Female,0,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.05,483.7,1,1,0-1 Year,40.30833333333333,0,0,0,0,0,0,0,0.09088095729317103
1291-CUOCY,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.6,7962.2,0,0,4+ Years,109.07123287671233,5,1,1,2,1,1,0,0.013888888888888888
9795-SHUHB,Female,0,Yes,Yes,66,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),58.2,3810.8,0,0,4+ Years,56.87761194029851,3,1,1,2,0,1,0,0.015268377144656068
3230-IUALN,Female,0,Yes,Yes,45,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,81.0,3533.6,0,0,2-4 Years,76.81739130434782,5,1,1,2,1,0,0,0.022916313019860805
0042-RLHYP,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,1396.9,0,0,4+ Years,19.955714285714286,0,0,0,2,0,1,0,0.014092567422562414
8519-IMDHU,Male,1,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.6,1345.55,1,1,1-2 Years,84.096875,1,1,0,0,1,1,0,0.06356986372581783
4945-RVMTE,Female,0,No,No,28,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.55,1646.45,0,0,2-4 Years,56.77413793103448,2,1,0,0,0,1,0,0.036146772284439584
0201-OAMXR,Female,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),115.55,8127.6,1,1,4+ Years,114.47323943661972,6,1,1,1,1,1,0,0.014215240016731048
1866-NXPSP,Female,0,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,75.55,2680.15,0,0,2-4 Years,72.43648648648649,5,1,1,1,1,0,0,0.028178207112619584
3372-KWFBM,Male,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.6,1281.0,1,1,1-2 Years,75.3529411764706,1,1,0,0,1,0,1,0.06755070202808112
7831-QGOXH,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.2,1553.9,1,1,1-2 Years,81.78421052631579,1,1,0,0,1,0,0,0.0547945205479452
6393-WRYZE,Female,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.65,3207.55,1,1,2-4 Years,91.64428571428572,2,1,0,0,1,0,0,0.030434308332424304
3941-XTSKM,Male,0,Yes,Yes,42,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.1,2049.05,0,0,2-4 Years,47.65232558139535,3,1,0,1,0,1,0,0.021999463427721275
1661-CZBAU,Male,0,No,No,48,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),70.95,3629.2,0,0,2-4 Years,74.06530612244897,3,1,1,1,1,1,0,0.0195443777202358
6599-RCLCJ,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.55,5124.55,1,1,2-4 Years,106.76145833333334,5,1,1,0,1,0,0,0.021373316034376796
9831-BPFRI,Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,89.55,3474.45,1,1,2-4 Years,86.86125,3,1,1,1,1,0,0,0.02576644751039434
5158-RIVOP,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.9,202.3,0,0,0-1 Year,16.858333333333334,0,0,0,2,0,1,0,0.10280373831775699
9788-YTFGE,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,147.5,0,0,0-1 Year,18.4375,0,0,0,0,0,0,0,0.13434343434343435
9277-JOOMO,Female,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.6,86.35,0,0,0-1 Year,21.5875,0,0,0,0,0,0,0,0.28162564396107614
1907-YLNYW,Male,0,No,No,8,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,66.7,579.0,0,0,0-1 Year,64.33333333333333,3,1,0,0,0,0,0,0.115
1725-MIMXW,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.45,19.45,1,1,0-1 Year,9.725,0,0,0,0,0,0,0,0.9511002444987775
8947-YRTDV,Male,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,94.8,3131.55,0,0,2-4 Years,94.89545454545456,4,1,0,1,1,0,0,0.030262884870153706
3161-ONRWK,Male,0,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),65.85,3928.3,0,0,4+ Years,64.3983606557377,4,1,1,1,0,1,0,0.01675871020283511
0114-RSRRW,Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.95,187.75,0,0,0-1 Year,17.068181818181817,0,0,0,0,0,1,0,0.1056953642384106
4565-NLZBV,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.65,1710.15,0,0,4+ Years,23.752083333333335,0,0,0,2,0,1,0,0.014405516757736023
0031-PVLZI,Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,76.35,1,1,0-1 Year,15.27,0,0,0,0,0,0,0,0.2630898513251455
7206-GZCDC,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,69.25,1,1,0-1 Year,34.625,0,0,0,0,0,0,1,0.9857651245551602
6682-VCIXC,Female,0,Yes,Yes,43,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),51.25,2151.6,0,0,2-4 Years,48.9,4,1,1,1,0,1,0,0.023808417727399424
4791-QRGMF,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),99.5,5961.1,1,1,4+ Years,99.35166666666667,3,1,0,1,1,1,0,0.016688750608007244
6475-VHUIZ,Female,0,Yes,No,23,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.25,1221.55,0,0,1-2 Years,50.89791666666667,2,1,1,0,0,0,0,0.04437446321213857
3910-MRQOY,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.4,1496.45,0,0,4+ Years,20.49931506849315,0,0,0,2,0,1,0,0.012955357440983003
0661-WCQNQ,Male,0,Yes,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),56.25,1292.2,0,0,1-2 Years,56.18260869565218,2,1,1,1,0,1,0,0.04349675224249922
7537-RBWEA,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.15,25.15,0,0,0-1 Year,12.575,0,0,0,0,0,0,0,0.9617590822179732
4656-CAURT,Male,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1713.1,0,0,4+ Years,24.47285714285714,0,0,0,2,0,1,0,0.013972347004258794
0121-SNYRK,Male,0,No,No,50,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,35.4,1748.9,0,0,4+ Years,34.2921568627451,2,1,1,1,0,0,0,0.020229727412995026
1768-ZAIFU,Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.2,25.2,1,1,0-1 Year,12.6,0,0,0,0,0,0,1,0.9618320610687023
4671-LXRDQ,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.0,96.45,1,1,0-1 Year,32.15,0,0,0,0,0,0,0,0.4617752693689071
3733-LSYCE,Female,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.35,1114.55,0,0,1-2 Years,69.659375,1,1,0,0,1,1,0,0.0675451570973959
6265-FRMTQ,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,609.1,0,0,2-4 Years,19.034375,0,0,0,2,0,1,0,0.033437141452220945
1934-SJVJK,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,20.15,1,1,0-1 Year,10.075,0,0,0,0,0,0,0,0.9527186761229315
3838-OZURD,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.0,7133.25,1,1,4+ Years,106.46641791044776,4,1,0,0,1,1,0,0.014717734870518976
1371-DWPAZ,Female,0,Yes,Yes,0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),56.05,0.0,0,0,,,5,1,1,2,0,1,0,
9269-CQOOL,Male,0,No,Yes,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.7,169.45,1,1,0-1 Year,42.3625,1,1,0,0,0,1,0,0.3209152244059842
2017-CCBLH,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,141.6,0,0,0-1 Year,15.733333333333333,0,0,0,2,0,0,0,0.1402524544179523
7690-KPNCU,Male,0,Yes,Yes,64,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),73.05,4688.65,0,0,4+ Years,72.13307692307691,4,1,0,1,1,1,0,0.015576855415649356
0536-BGFMZ,Female,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,563.05,0,0,2-4 Years,19.41551724137931,0,0,0,0,0,0,0,0.036344295718464675
2293-IJWPS,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.75,5985.0,0,0,4+ Years,103.1896551724138,3,1,0,1,1,1,0,0.01683093885733378
2845-HSJCY,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.25,1258.6,1,1,1-2 Years,83.90666666666667,2,1,0,0,1,0,0,0.06926802159415688
5469-NUJUR,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,373.5,0,0,1-2 Years,18.675,0,0,0,2,0,0,0,0.05327102803738318
1184-PJVDB,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,857.2,1,1,0-1 Year,77.92727272727274,1,1,0,0,1,0,0,0.09316010254020042
2625-TRCZQ,Female,0,Yes,No,51,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.65,2553.35,0,0,4+ Years,49.10288461538461,3,1,0,0,0,0,0,0.019437430266016794
4102-HLENU,Female,0,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,65.65,4322.85,0,0,4+ Years,63.57132352941177,3,1,0,2,0,0,0,0.015183227910311412
7266-GSSJX,Male,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.45,250.8,0,0,0-1 Year,20.900000000000002,0,0,0,0,0,0,0,0.08121525019857029
